Directory,Paths,Emotions,Age,Sex,Question,Colors,Type
68,G:\Baza_danych\nagrania\output\68\music\002.wav,happy,26,man,no,"(107, 184, 52)",music
68,G:\Baza_danych\nagrania\output\68\music\002.wav,happy,26,man,no,"(253, 212, 1)",music
68,G:\Baza_danych\nagrania\output\68\music\003.wav,neutral,26,man,no,"(255, 187, 192)",music
68,G:\Baza_danych\nagrania\output\68\music\003.wav,neutral,26,man,no,"(214, 244, 246)",music
68,G:\Baza_danych\nagrania\output\68\music\003.wav,neutral,26,man,no,"(247, 247, 247)",music
68,G:\Baza_danych\nagrania\output\68\music\004.wav,sad,26,man,no,"(28, 111, 126)",music
68,G:\Baza_danych\nagrania\output\68\music\004.wav,sad,26,man,no,"(206, 129, 230)",music
68,G:\Baza_danych\nagrania\output\68\music\004.wav,sad,26,man,no,"(183, 183, 183)",music
68,G:\Baza_danych\nagrania\output\68\music\005.wav,fear,26,man,no,"(250, 101, 113)",music
68,G:\Baza_danych\nagrania\output\68\music\005.wav,fear,26,man,no,"(118, 118, 118)",music
68,G:\Baza_danych\nagrania\output\68\music\005.wav,fear,26,man,no,"(254, 183, 101)",music
68,G:\Baza_danych\nagrania\output\69\speech\001.wav,disgust,26,man,no,"(183, 183, 183)",speech
68,G:\Baza_danych\nagrania\output\69\speech\001.wav,disgust,26,man,no,"(118, 118, 118)",speech
68,G:\Baza_danych\nagrania\output\69\speech\002.wav,neutral,26,man,no,"(161, 217, 121)",speech
68,G:\Baza_danych\nagrania\output\69\speech\002.wav,neutral,26,man,no,"(107, 184, 52)",speech
68,G:\Baza_danych\nagrania\output\69\speech\002.wav,neutral,26,man,no,"(255, 233, 123)",speech
68,G:\Baza_danych\nagrania\output\69\speech\003.wav,neutral,26,man,no,"(161, 217, 121)",speech
68,G:\Baza_danych\nagrania\output\69\speech\004.wav,neutral,26,man,no,"(217, 240, 201)",speech
68,G:\Baza_danych\nagrania\output\69\speech\005.wav,neutral,26,man,no,"(217, 240, 201)",speech
68,G:\Baza_danych\nagrania\output\69\speech\006.wav,neutral,26,man,no,"(255, 187, 192)",speech
68,G:\Baza_danych\nagrania\output\69\music\001.wav,happy,26,man,no,"(228, 192, 239)",music
68,G:\Baza_danych\nagrania\output\69\music\002.wav,fear,26,man,no,"(136, 0, 10)",music
68,G:\Baza_danych\nagrania\output\69\music\003.wav,happy,26,man,no,"(255, 233, 123)",music
68,G:\Baza_danych\nagrania\output\69\music\004.wav,happy,26,man,no,"(107, 184, 52)",music
68,G:\Baza_danych\nagrania\output\69\music\005.wav,sad,26,man,no,"(130, 213, 228)",music
70,G:\Baza_danych\nagrania\output\70\speech\001.wav,neutral,26,female,no,"(206, 129, 230)",speech
70,G:\Baza_danych\nagrania\output\70\speech\001.wav,neutral,26,female,no,"(161, 217, 121)",speech
70,G:\Baza_danych\nagrania\output\70\speech\002.wav,angry,26,female,no,"(253, 212, 1)",speech
70,G:\Baza_danych\nagrania\output\70\speech\002.wav,angry,26,female,no,"(251, 136, 2)",speech
70,G:\Baza_danych\nagrania\output\70\speech\003.wav,angry,26,female,no,"(251, 136, 2)",speech
70,G:\Baza_danych\nagrania\output\70\speech\004.wav,sad,26,female,no,"(130, 157, 228)",speech
70,G:\Baza_danych\nagrania\output\70\speech\005.wav,fear,26,female,no,"(82, 26, 99)",speech
70,G:\Baza_danych\nagrania\output\70\speech\005.wav,fear,26,female,no,"(118, 118, 118)",speech
70,G:\Baza_danych\nagrania\output\70\speech\006.wav,fear,26,female,no,"(118, 118, 118)",speech
70,G:\Baza_danych\nagrania\output\70\music\001.wav,happy,26,female,no,"(228, 192, 239)",music
70,G:\Baza_danych\nagrania\output\70\music\001.wav,happy,26,female,no,"(255, 246, 203)",music
70,G:\Baza_danych\nagrania\output\70\music\001.wav,happy,26,female,no,"(255, 187, 192)",music
70,G:\Baza_danych\nagrania\output\70\music\002.wav,neutral,26,female,no,"(46, 186, 210)",music
70,G:\Baza_danych\nagrania\output\70\music\002.wav,neutral,26,female,no,"(253, 212, 1)",music
70,G:\Baza_danych\nagrania\output\70\music\003.wav,neutral,26,female,no,"(161, 217, 121)",music
70,G:\Baza_danych\nagrania\output\70\music\003.wav,neutral,26,female,no,"(130, 157, 228)",music
70,G:\Baza_danych\nagrania\output\70\music\004.wav,neutral,26,female,no,"(107, 184, 52)",music
70,G:\Baza_danych\nagrania\output\70\music\005.wav,neutral,26,female,no,"(161, 217, 121)",music
70,G:\Baza_danych\nagrania\output\70\music\005.wav,neutral,26,female,no,"(149, 47, 180)",music
71,G:\Baza_danych\nagrania\output\71\speech\001.wav,neutral,26,man,no,"(46, 91, 210)",speech
71,G:\Baza_danych\nagrania\output\71\speech\002.wav,angry,26,man,no,"(251, 136, 2)",speech
71,G:\Baza_danych\nagrania\output\71\speech\003.wav,neutral,26,man,no,"(255, 233, 123)",speech
71,G:\Baza_danych\nagrania\output\71\speech\004.wav,angry,26,man,no,"(161, 217, 121)",speech
71,G:\Baza_danych\nagrania\output\71\speech\005.wav,fear,26,man,no,"(0, 0, 0)",speech
71,G:\Baza_danych\nagrania\output\71\speech\006.wav,fear,26,man,no,"(107, 184, 52)",speech
71,G:\Baza_danych\nagrania\output\71\music\001.wav,happy,26,man,no,"(250, 101, 113)",music
71,G:\Baza_danych\nagrania\output\71\music\002.wav,neutral,26,man,no,"(130, 213, 228)",music
71,G:\Baza_danych\nagrania\output\71\music\003.wav,sad,26,man,no,"(247, 247, 247)",music
71,G:\Baza_danych\nagrania\output\71\music\004.wav,happy,26,man,no,"(254, 183, 101)",music
71,G:\Baza_danych\nagrania\output\71\music\005.wav,neutral,26,man,no,"(253, 212, 1)",music
72,G:\Baza_danych\nagrania\output\72\speech\001.wav,neutral,26,female,no,"(107, 184, 52)",speech
72,G:\Baza_danych\nagrania\output\72\speech\002.wav,angry,26,female,no,"(250, 101, 113)",speech
72,G:\Baza_danych\nagrania\output\72\speech\003.wav,disgust,26,female,no,"(149, 47, 180)",speech
72,G:\Baza_danych\nagrania\output\72\speech\004.wav,fear,26,female,no,"(28, 55, 126)",speech
72,G:\Baza_danych\nagrania\output\72\speech\005.wav,angry,26,female,no,"(238, 0, 18)",speech
72,G:\Baza_danych\nagrania\output\72\speech\006.wav,angry,26,female,no,"(238, 0, 18)",speech
72,G:\Baza_danych\nagrania\output\72\music\001.wav,disgust,26,female,no,"(149, 47, 180)",music
72,G:\Baza_danych\nagrania\output\72\music\001.wav,disgust,26,female,no,"(161, 217, 121)",music
72,G:\Baza_danych\nagrania\output\72\music\001.wav,disgust,26,female,no,"(46, 186, 210)",music
72,G:\Baza_danych\nagrania\output\72\music\002.wav,happy,26,female,no,"(251, 136, 2)",music
72,G:\Baza_danych\nagrania\output\72\music\002.wav,happy,26,female,no,"(253, 212, 1)",music
72,G:\Baza_danych\nagrania\output\72\music\003.wav,sad,26,female,no,"(46, 186, 210)",music
72,G:\Baza_danych\nagrania\output\72\music\003.wav,sad,26,female,no,"(107, 184, 52)",music
72,G:\Baza_danych\nagrania\output\72\music\003.wav,sad,26,female,no,"(46, 91, 210)",music
72,G:\Baza_danych\nagrania\output\72\music\004.wav,happy,26,female,no,"(107, 184, 52)",music
72,G:\Baza_danych\nagrania\output\72\music\004.wav,happy,26,female,no,"(251, 136, 2)",music
72,G:\Baza_danych\nagrania\output\72\music\005.wav,neutral,26,female,no,"(107, 184, 52)",music
73,G:\Baza_danych\nagrania\output\73\speech\001.wav,happy,26,man,no,"(251, 136, 2)",speech
73,G:\Baza_danych\nagrania\output\73\speech\002.wav,angry,26,man,no,"(238, 0, 18)",speech
73,G:\Baza_danych\nagrania\output\73\speech\003.wav,neutral,26,man,no,"(118, 118, 118)",speech
73,G:\Baza_danych\nagrania\output\73\speech\003.wav,neutral,26,man,no,"(118, 118, 118)",speech
73,G:\Baza_danych\nagrania\output\73\speech\003.wav,neutral,26,man,no,"(118, 118, 118)",speech
73,G:\Baza_danych\nagrania\output\73\speech\004.wav,sad,26,man,no,"(46, 91, 210)",speech
73,G:\Baza_danych\nagrania\output\73\speech\004.wav,sad,26,man,no,"(46, 91, 210)",speech
73,G:\Baza_danych\nagrania\output\73\speech\005.wav,fear,26,man,no,"(0, 0, 0)",speech
73,G:\Baza_danych\nagrania\output\73\speech\006.wav,fear,26,man,no,"(61, 105, 30)",speech
73,G:\Baza_danych\nagrania\output\73\music\001.wav,happy,26,man,no,"(253, 212, 1)",music
73,G:\Baza_danych\nagrania\output\73\music\002.wav,angry,26,man,no,"(238, 0, 18)",music
73,G:\Baza_danych\nagrania\output\73\music\003.wav,fear,26,man,no,"(118, 118, 118)",music
73,G:\Baza_danych\nagrania\output\73\music\004.wav,happy,26,man,no,"(107, 184, 52)",music
73,G:\Baza_danych\nagrania\output\73\music\004.wav,happy,26,man,no,"(253, 212, 1)",music
73,G:\Baza_danych\nagrania\output\73\music\005.wav,fear,26,man,no,"(214, 223, 246)",music
73,G:\Baza_danych\nagrania\output\73\music\005.wav,fear,26,man,no,"(0, 0, 0)",music
74,G:\Baza_danych\nagrania\output\74\speech\001.wav,neutral,26,man,no,"(247, 247, 247)",speech
74,G:\Baza_danych\nagrania\output\74\speech\002.wav,happy,26,man,no,"(253, 212, 1)",speech
74,G:\Baza_danych\nagrania\output\74\speech\003.wav,neutral,26,man,no,"(118, 118, 118)",speech
74,G:\Baza_danych\nagrania\output\74\speech\004.wav,happy,26,man,no,"(118, 118, 118)",speech
74,G:\Baza_danych\nagrania\output\74\speech\005.wav,angry,26,man,no,"(255, 187, 192)",speech
74,G:\Baza_danych\nagrania\output\74\speech\006.wav,angry,26,man,no,"(0, 0, 0)",speech
74,G:\Baza_danych\nagrania\output\74\music\001.wav,happy,26,man,no,"(253, 212, 1)",music
74,G:\Baza_danych\nagrania\output\74\music\002.wav,angry,26,man,no,"(238, 0, 18)",music
74,G:\Baza_danych\nagrania\output\74\music\003.wav,happy,26,man,no,"(217, 240, 201)",music
74,G:\Baza_danych\nagrania\output\74\music\004.wav,sad,26,man,no,"(46, 91, 210)",music
74,G:\Baza_danych\nagrania\output\74\music\005.wav,happy,26,man,no,"(251, 136, 2)",music
75,G:\Baza_danych\nagrania\output\75\speech\001.wav,happy,26,female,no,"(251, 136, 2)",speech
75,G:\Baza_danych\nagrania\output\75\speech\001.wav,happy,26,female,no,"(253, 212, 1)",speech
75,G:\Baza_danych\nagrania\output\75\speech\002.wav,angry,26,female,no,"(46, 91, 210)",speech
75,G:\Baza_danych\nagrania\output\75\speech\003.wav,fear,26,female,no,"(107, 184, 52)",speech
75,G:\Baza_danych\nagrania\output\75\speech\004.wav,sad,26,female,no,"(46, 186, 210)",speech
75,G:\Baza_danych\nagrania\output\75\speech\005.wav,neutral,26,female,no,"(46, 91, 210)",speech
75,G:\Baza_danych\nagrania\output\75\speech\005.wav,neutral,26,female,no,"(46, 91, 210)",speech
75,G:\Baza_danych\nagrania\output\75\speech\006.wav,neutral,26,female,no,"(107, 184, 52)",speech
75,G:\Baza_danych\nagrania\output\75\music\001.wav,neutral,26,female,no,"(238, 0, 18)",music
75,G:\Baza_danych\nagrania\output\75\music\002.wav,sad,26,female,no,"(46, 91, 210)",music
75,G:\Baza_danych\nagrania\output\75\music\003.wav,happy,26,female,no,"(107, 184, 52)",music
75,G:\Baza_danych\nagrania\output\75\music\004.wav,happy,26,female,no,"(253, 212, 1)",music
75,G:\Baza_danych\nagrania\output\75\music\005.wav,happy,26,female,no,"(149, 47, 180)",music
76,G:\Baza_danych\nagrania\output\76\speech\001.wav,fear,26,man,no,"(46, 186, 210)",speech
76,G:\Baza_danych\nagrania\output\76\speech\002.wav,angry,26,man,no,"(251, 136, 2)",speech
76,G:\Baza_danych\nagrania\output\76\speech\002.wav,angry,26,man,no,"(118, 118, 118)",speech
76,G:\Baza_danych\nagrania\output\76\speech\003.wav,neutral,26,man,no,"(247, 247, 247)",speech
76,G:\Baza_danych\nagrania\output\76\speech\003.wav,neutral,26,man,no,"(217, 240, 201)",speech
76,G:\Baza_danych\nagrania\output\76\speech\003.wav,neutral,26,man,no,"(130, 213, 228)",speech
76,G:\Baza_danych\nagrania\output\76\speech\004.wav,neutral,26,man,no,"(214, 244, 246)",speech
76,G:\Baza_danych\nagrania\output\76\speech\004.wav,neutral,26,man,no,"(183, 183, 183)",speech
76,G:\Baza_danych\nagrania\output\76\speech\005.wav,fear,26,man,no,"(238, 0, 18)",speech
76,G:\Baza_danych\nagrania\output\76\speech\005.wav,fear,26,man,no,"(46, 91, 210)",speech
76,G:\Baza_danych\nagrania\output\76\speech\006.wav,fear,26,man,no,"(250, 101, 113)",speech
76,G:\Baza_danych\nagrania\output\76\music\001.wav,happy,26,man,no,"(46, 186, 210)",music
76,G:\Baza_danych\nagrania\output\76\music\001.wav,happy,26,man,no,"(107, 184, 52)",music
76,G:\Baza_danych\nagrania\output\76\music\002.wav,neutral,26,man,no,"(251, 136, 2)",music
76,G:\Baza_danych\nagrania\output\76\music\002.wav,neutral,26,man,no,"(250, 101, 113)",music
76,G:\Baza_danych\nagrania\output\76\music\003.wav,angry,26,man,no,"(82, 26, 99)",music
76,G:\Baza_danych\nagrania\output\76\music\003.wav,angry,26,man,no,"(238, 0, 18)",music
76,G:\Baza_danych\nagrania\output\76\music\004.wav,neutral,26,man,no,"(161, 217, 121)",music
76,G:\Baza_danych\nagrania\output\76\music\004.wav,neutral,26,man,no,"(46, 186, 210)",music
76,G:\Baza_danych\nagrania\output\76\music\005.wav,fear,26,man,no,"(28, 55, 126)",music
76,G:\Baza_danych\nagrania\output\76\music\005.wav,fear,26,man,no,"(118, 118, 118)",music
77,G:\Baza_danych\nagrania\output\77\speech\001.wav,happy,26,female,no,"(251, 136, 2)",speech
77,G:\Baza_danych\nagrania\output\77\speech\002.wav,disgust,26,female,no,"(238, 0, 18)",speech
77,G:\Baza_danych\nagrania\output\77\speech\003.wav,sad,26,female,no,"(46, 91, 210)",speech
77,G:\Baza_danych\nagrania\output\77\speech\003.wav,sad,26,female,no,"(46, 91, 210)",speech
77,G:\Baza_danych\nagrania\output\77\speech\004.wav,fear,26,female,no,"(82, 26, 99)",speech
77,G:\Baza_danych\nagrania\output\77\speech\004.wav,fear,26,female,no,"(82, 26, 99)",speech
77,G:\Baza_danych\nagrania\output\77\speech\005.wav,neutral,26,female,no,"(254, 183, 101)",speech
77,G:\Baza_danych\nagrania\output\77\speech\006.wav,neutral,26,female,no,"(136, 0, 10)",speech
77,G:\Baza_danych\nagrania\output\77\music\001.wav,sad,26,female,no,"(28, 111, 126)",music
77,G:\Baza_danych\nagrania\output\77\music\002.wav,fear,26,female,no,"(118, 118, 118)",music
77,G:\Baza_danych\nagrania\output\77\music\003.wav,neutral,26,female,no,"(254, 183, 101)",music
77,G:\Baza_danych\nagrania\output\77\music\004.wav,fear,26,female,no,"(82, 26, 99)",music
77,G:\Baza_danych\nagrania\output\77\music\005.wav,sad,26,female,no,"(46, 91, 210)",music
77,G:\Baza_danych\nagrania\output\77\music\005.wav,sad,26,female,no,"(46, 186, 210)",music
78,G:\Baza_danych\nagrania\output\78\speech\001.wav,neutral,26,man,no,"(214, 223, 246)",speech
78,G:\Baza_danych\nagrania\output\78\speech\001.wav,neutral,26,man,no,"(161, 217, 121)",speech
78,G:\Baza_danych\nagrania\output\78\speech\002.wav,angry,26,man,no,"(238, 0, 18)",speech
78,G:\Baza_danych\nagrania\output\78\speech\002.wav,angry,26,man,no,"(238, 0, 18)",speech
78,G:\Baza_danych\nagrania\output\78\speech\003.wav,sad,26,man,no,"(149, 47, 180)",speech
78,G:\Baza_danych\nagrania\output\78\speech\003.wav,sad,26,man,no,"(130, 157, 228)",speech
78,G:\Baza_danych\nagrania\output\78\speech\004.wav,neutral,26,man,no,"(46, 186, 210)",speech
78,G:\Baza_danych\nagrania\output\78\speech\004.wav,neutral,26,man,no,"(107, 184, 52)",speech
78,G:\Baza_danych\nagrania\output\78\speech\005.wav,angry,26,man,no,"(251, 136, 2)",speech
78,G:\Baza_danych\nagrania\output\78\speech\006.wav,angry,26,man,no,"(151, 127, 1)",speech
78,G:\Baza_danych\nagrania\output\78\speech\006.wav,angry,26,man,no,"(150, 81, 1)",speech
78,G:\Baza_danych\nagrania\output\78\music\001.wav,happy,26,man,no,"(130, 213, 228)",music
78,G:\Baza_danych\nagrania\output\78\music\001.wav,happy,26,man,no,"(107, 184, 52)",music
78,G:\Baza_danych\nagrania\output\78\music\002.wav,neutral,26,man,no,"(28, 55, 126)",music
78,G:\Baza_danych\nagrania\output\78\music\002.wav,neutral,26,man,no,"(118, 118, 118)",music
78,G:\Baza_danych\nagrania\output\78\music\003.wav,happy,26,man,no,"(255, 233, 123)",music
78,G:\Baza_danych\nagrania\output\78\music\003.wav,happy,26,man,no,"(161, 217, 121)",music
78,G:\Baza_danych\nagrania\output\78\music\004.wav,sad,26,man,no,"(61, 105, 30)",music
78,G:\Baza_danych\nagrania\output\78\music\004.wav,sad,26,man,no,"(130, 157, 228)",music
78,G:\Baza_danych\nagrania\output\78\music\005.wav,angry,26,man,no,"(251, 136, 2)",music
78,G:\Baza_danych\nagrania\output\78\music\005.wav,angry,26,man,no,"(250, 101, 113)",music
78,G:\Baza_danych\nagrania\output\79\speech\001.wav,neutral,26,man,no,"(118, 118, 118)",speech
78,G:\Baza_danych\nagrania\output\79\speech\002.wav,angry,26,man,no,"(251, 136, 2)",speech
78,G:\Baza_danych\nagrania\output\79\speech\003.wav,neutral,26,man,no,"(118, 118, 118)",speech
78,G:\Baza_danych\nagrania\output\79\speech\004.wav,sad,26,man,no,"(46, 186, 210)",speech
78,G:\Baza_danych\nagrania\output\79\speech\005.wav,fear,26,man,no,"(214, 223, 246)",speech
78,G:\Baza_danych\nagrania\output\79\speech\006.wav,fear,26,man,no,"(183, 183, 183)",speech
78,G:\Baza_danych\nagrania\output\79\music\001.wav,happy,26,man,no,"(253, 212, 1)",music
78,G:\Baza_danych\nagrania\output\79\music\002.wav,angry,26,man,no,"(250, 101, 113)",music
78,G:\Baza_danych\nagrania\output\79\music\003.wav,happy,26,man,no,"(255, 233, 123)",music
78,G:\Baza_danych\nagrania\output\79\music\004.wav,sad,26,man,no,"(46, 91, 210)",music
78,G:\Baza_danych\nagrania\output\79\music\005.wav,fear,26,man,no,"(238, 0, 18)",music
78,G:\Baza_danych\nagrania\output\79\music\005.wav,fear,26,man,no,"(149, 47, 180)",music
80,G:\Baza_danych\nagrania\output\80\speech\001.wav,happy,26,man,no,"(253, 212, 1)",speech
80,G:\Baza_danych\nagrania\output\80\speech\001.wav,happy,26,man,no,"(107, 184, 52)",speech
80,G:\Baza_danych\nagrania\output\80\speech\002.wav,angry,26,man,no,"(238, 0, 18)",speech
80,G:\Baza_danych\nagrania\output\80\speech\002.wav,angry,26,man,no,"(149, 47, 180)",speech
80,G:\Baza_danych\nagrania\output\80\speech\003.wav,sad,26,man,no,"(130, 157, 228)",speech
80,G:\Baza_danych\nagrania\output\80\speech\004.wav,disgust,26,man,no,"(28, 55, 126)",speech
80,G:\Baza_danych\nagrania\output\80\speech\004.wav,disgust,26,man,no,"(149, 47, 180)",speech
80,G:\Baza_danych\nagrania\output\80\speech\005.wav,sad,26,man,no,"(149, 47, 180)",speech
80,G:\Baza_danych\nagrania\output\80\speech\006.wav,sad,26,man,no,"(253, 212, 1)",speech
80,G:\Baza_danych\nagrania\output\80\speech\006.wav,sad,26,man,no,"(151, 127, 1)",speech
80,G:\Baza_danych\nagrania\output\80\music\001.wav,happy,26,man,no,"(238, 0, 18)",music
80,G:\Baza_danych\nagrania\output\80\music\002.wav,fear,26,man,no,"(118, 118, 118)",music
80,G:\Baza_danych\nagrania\output\80\music\002.wav,fear,26,man,no,"(46, 186, 210)",music
80,G:\Baza_danych\nagrania\output\80\music\003.wav,angry,26,man,no,"(251, 136, 2)",music
80,G:\Baza_danych\nagrania\output\80\music\003.wav,angry,26,man,no,"(238, 0, 18)",music
80,G:\Baza_danych\nagrania\output\80\music\004.wav,sad,26,man,no,"(118, 118, 118)",music
80,G:\Baza_danych\nagrania\output\80\music\004.wav,sad,26,man,no,"(228, 192, 239)",music
80,G:\Baza_danych\nagrania\output\80\music\004.wav,sad,26,man,no,"(46, 186, 210)",music
80,G:\Baza_danych\nagrania\output\80\music\005.wav,fear,26,man,no,"(46, 186, 210)",music
80,G:\Baza_danych\nagrania\output\80\music\005.wav,fear,26,man,no,"(149, 47, 180)",music
80,G:\Baza_danych\nagrania\output\80\music\005.wav,fear,26,man,no,"(118, 118, 118)",music
81,G:\Baza_danych\nagrania\output\81\speech\001.wav,neutral,26,man,no,"(130, 213, 228)",speech
81,G:\Baza_danych\nagrania\output\81\speech\001.wav,neutral,26,man,no,"(214, 223, 246)",speech
81,G:\Baza_danych\nagrania\output\81\speech\001.wav,neutral,26,man,no,"(214, 244, 246)",speech
81,G:\Baza_danych\nagrania\output\81\speech\002.wav,angry,26,man,no,"(238, 0, 18)",speech
81,G:\Baza_danych\nagrania\output\81\speech\002.wav,angry,26,man,no,"(238, 0, 18)",speech
81,G:\Baza_danych\nagrania\output\81\speech\002.wav,angry,26,man,no,"(238, 0, 18)",speech
81,G:\Baza_danych\nagrania\output\81\speech\003.wav,neutral,26,man,no,"(253, 212, 1)",speech
81,G:\Baza_danych\nagrania\output\81\speech\004.wav,neutral,26,man,no,"(46, 186, 210)",speech
81,G:\Baza_danych\nagrania\output\81\speech\005.wav,neutral,26,man,no,"(214, 244, 246)",speech
81,G:\Baza_danych\nagrania\output\81\speech\005.wav,neutral,26,man,no,"(214, 244, 246)",speech
81,G:\Baza_danych\nagrania\output\81\speech\006.wav,neutral,26,man,no,"(149, 47, 180)",speech
81,G:\Baza_danych\nagrania\output\81\music\001.wav,neutral,26,man,no,"(253, 212, 1)",music
81,G:\Baza_danych\nagrania\output\81\music\002.wav,angry,26,man,no,"(251, 136, 2)",music
81,G:\Baza_danych\nagrania\output\81\music\003.wav,sad,26,man,no,"(46, 186, 210)",music
81,G:\Baza_danych\nagrania\output\81\music\004.wav,neutral,26,man,no,"(46, 186, 210)",music
81,G:\Baza_danych\nagrania\output\81\music\005.wav,neutral,26,man,no,"(46, 186, 210)",music
81,G:\Baza_danych\nagrania\output\82\speech\001.wav,neutral,56,female,no,"(255, 246, 203)",speech
81,G:\Baza_danych\nagrania\output\82\speech\002.wav,angry,56,female,no,"(238, 0, 18)",speech
81,G:\Baza_danych\nagrania\output\82\speech\003.wav,happy,56,female,no,"(251, 136, 2)",speech
81,G:\Baza_danych\nagrania\output\82\speech\004.wav,disgust,56,female,no,"(118, 118, 118)",speech
81,G:\Baza_danych\nagrania\output\82\speech\005.wav,fear,56,female,no,"(118, 118, 118)",speech
81,G:\Baza_danych\nagrania\output\82\speech\006.wav,fear,56,female,no,"(255, 233, 123)",speech
81,G:\Baza_danych\nagrania\output\82\music\001.wav,fear,56,female,no,"(118, 118, 118)",music
81,G:\Baza_danych\nagrania\output\82\music\002.wav,angry,56,female,no,"(238, 0, 18)",music
81,G:\Baza_danych\nagrania\output\82\music\003.wav,sad,56,female,no,"(46, 91, 210)",music
81,G:\Baza_danych\nagrania\output\82\music\004.wav,neutral,56,female,no,"(255, 246, 203)",music
81,G:\Baza_danych\nagrania\output\82\music\005.wav,fear,56,female,no,"(118, 118, 118)",music
83,G:\Baza_danych\nagrania\output\83\speech\001.wav,neutral,26,man,no,"(46, 91, 210)",speech
83,G:\Baza_danych\nagrania\output\83\speech\002.wav,neutral,26,man,no,"(46, 91, 210)",speech
83,G:\Baza_danych\nagrania\output\83\speech\003.wav,neutral,26,man,no,"(253, 212, 1)",speech
83,G:\Baza_danych\nagrania\output\83\speech\004.wav,neutral,26,man,no,"(46, 186, 210)",speech
83,G:\Baza_danych\nagrania\output\83\speech\005.wav,angry,26,man,no,"(0, 0, 0)",speech
83,G:\Baza_danych\nagrania\output\83\speech\006.wav,angry,26,man,no,"(251, 136, 2)",speech
83,G:\Baza_danych\nagrania\output\83\music\001.wav,happy,26,man,no,"(107, 184, 52)",music
83,G:\Baza_danych\nagrania\output\83\music\002.wav,fear,26,man,no,"(238, 0, 18)",music
83,G:\Baza_danych\nagrania\output\83\music\003.wav,happy,26,man,no,"(107, 184, 52)",music
83,G:\Baza_danych\nagrania\output\83\music\004.wav,happy,26,man,no,"(107, 184, 52)",music
83,G:\Baza_danych\nagrania\output\83\music\005.wav,sad,26,man,no,"(46, 186, 210)",music
84,G:\Baza_danych\nagrania\output\84\speech\001.wav,neutral,56,man,no,"(118, 118, 118)",speech
84,G:\Baza_danych\nagrania\output\84\speech\002.wav,fear,56,man,no,"(149, 47, 180)",speech
84,G:\Baza_danych\nagrania\output\84\speech\003.wav,sad,56,man,no,"(46, 186, 210)",speech
84,G:\Baza_danych\nagrania\output\84\speech\004.wav,sad,56,man,no,"(118, 118, 118)",speech
84,G:\Baza_danych\nagrania\output\84\speech\005.wav,disgust,56,man,no,"(149, 47, 180)",speech
84,G:\Baza_danych\nagrania\output\84\speech\006.wav,disgust,56,man,no,"(253, 212, 1)",speech
84,G:\Baza_danych\nagrania\output\84\music\001.wav,angry,56,man,no,"(149, 47, 180)",music
84,G:\Baza_danych\nagrania\output\84\music\002.wav,fear,56,man,no,"(0, 0, 0)",music
84,G:\Baza_danych\nagrania\output\84\music\003.wav,disgust,56,man,no,"(118, 118, 118)",music
84,G:\Baza_danych\nagrania\output\84\music\004.wav,sad,56,man,no,"(118, 118, 118)",music
84,G:\Baza_danych\nagrania\output\84\music\005.wav,fear,56,man,no,"(118, 118, 118)",music
85,G:\Baza_danych\nagrania\output\85\speech\001.wav,angry,26,man,no,"(46, 186, 210)",speech
85,G:\Baza_danych\nagrania\output\85\speech\002.wav,angry,26,man,no,"(253, 212, 1)",speech
85,G:\Baza_danych\nagrania\output\85\speech\002.wav,angry,26,man,no,"(251, 136, 2)",speech
85,G:\Baza_danych\nagrania\output\85\speech\003.wav,fear,26,man,no,"(183, 183, 183)",speech
85,G:\Baza_danych\nagrania\output\85\speech\003.wav,fear,26,man,no,"(183, 183, 183)",speech
85,G:\Baza_danych\nagrania\output\85\speech\004.wav,sad,26,man,no,"(0, 0, 0)",speech
85,G:\Baza_danych\nagrania\output\85\speech\004.wav,sad,26,man,no,"(28, 111, 126)",speech
85,G:\Baza_danych\nagrania\output\85\speech\004.wav,sad,26,man,no,"(130, 157, 228)",speech
85,G:\Baza_danych\nagrania\output\85\speech\005.wav,neutral,26,man,no,"(217, 240, 201)",speech
85,G:\Baza_danych\nagrania\output\85\speech\006.wav,neutral,26,man,no,"(183, 183, 183)",speech
85,G:\Baza_danych\nagrania\output\85\music\001.wav,neutral,26,man,no,"(214, 244, 246)",music
85,G:\Baza_danych\nagrania\output\85\music\001.wav,neutral,26,man,no,"(217, 240, 201)",music
85,G:\Baza_danych\nagrania\output\85\music\002.wav,angry,26,man,no,"(238, 0, 18)",music
85,G:\Baza_danych\nagrania\output\85\music\003.wav,happy,26,man,no,"(238, 0, 18)",music
85,G:\Baza_danych\nagrania\output\85\music\004.wav,sad,26,man,no,"(28, 111, 126)",music
85,G:\Baza_danych\nagrania\output\85\music\004.wav,sad,26,man,no,"(118, 118, 118)",music
85,G:\Baza_danych\nagrania\output\85\music\005.wav,sad,26,man,no,"(28, 111, 126)",music
85,G:\Baza_danych\nagrania\output\85\music\005.wav,sad,26,man,no,"(0, 0, 0)",music
86,G:\Baza_danych\nagrania\output\86\speech\001.wav,neutral,26,man,no,"(183, 183, 183)",speech
86,G:\Baza_danych\nagrania\output\86\speech\001.wav,neutral,26,man,no,"(118, 118, 118)",speech
86,G:\Baza_danych\nagrania\output\86\speech\002.wav,neutral,26,man,no,"(247, 247, 247)",speech
